gender,height,hand_size,foot_size
1,176.1,191,268
1,177.2,180,256
1,176.0,185,262
1,182.8,189,258
1,180.2,190,265
1,186.7,201,280
1,176.2,190,258
1,170.3,177,236
1,174.5,176,253
1,171.2,184,259
1,171.6,188,250
1,179.6,186,255
1,171.1,183,248
1,168.8,186,243
1,180.4,198,268
1,171.3,182,237
1,170.5,185,254
1,173.2,165,238
1,168.2,183,228
1,174.3,178,249
0,158.6,176,243
0,161.3,178,237
0,163.1,179,238
0,161.8,174,228
0,160.4,158,231
0,166.5,175,251
0,161.0,169,232
0,158.5,167,220
0,149.7,158,213
0,163.3,181,238
0,161.9,160,228
0,155.6,166,225
0,157.8,168,232
0,162.5,169,225
0,160.6,164,224
0,166.8,179,234
0,163.5,171,236
0,162.3,175,230
0,165.3,180,231
0,156.0,156,218
0,162.7,169,233
0,169.0,173,246
0,157.4,155,228
0,160.0,159,217
0,151.2,164,210
0,161.2,172,245
1,170.9,185,248
1,173.9,176,240
1,171.0,188,251
1,179.8,195,265
1,169.4,174,243
1,176.1,187,245
1,178.1,189,243
1,170.2,180,233
1,174.8,180,241
1,164.8,164,229
1,174.5,193,261
1,168.7,182,240
1,174.6,188,259
1,175.4,186,256
1,176.7,189,256
1,180.0,186,256
0,159.0,163,220
0,155.7,160,228
0,163.5,175,233
0,167.8,178,231
0,159.0,167,216
0,161.8,166,225
0,161.6,172,246
0,151.9,151,210
0,162.3,168,226
0,162.6,171,228
0,171.6,185,248
0,164.4,160,227
0,157.1,163,225
0,161.8,167,236
1,171.0,184,257
1,174.1,181,249
1,168.6,175,238
1,187.6,184,268
1,173.3,188,255
1,175.8,188,262
1,168.0,169,241
1,184.5,201,276
1,180.6,190,252
1,178.0,186,254
1,173.9,189,248
1,183.6,193,258
1,164.4,166,239
1,182.9,201,261
1,175.2,188,267
1,163.4,170,226
1,175.1,180,255
1,165.6,177,238
1,178.3,187,265
1,164.6,174,246
1,184.4,187,261
1,174.7,192,257
1,174.4,186,250
1,181.6,187,259
1,169.3,175,248
1,174.2,182,243
1,177.7,182,251
1,177.5,189,261
1,178.5,181,265
1,165.2,189,252
1,171.1,188,250
1,171.2,173,242
1,165.9,177,239
1,166.9,172,238
1,175.9,188,262
1,178.3,186,270
1,175.1,183,244
1,173.7,181,245
1,177.2,174,248
1,182.0,188,264
1,179.4,192,256
1,179.7,189,266
1,178.5,189,245
1,176.4,176,253
1,169.4,181,237
1,174.5,193,268
1,180.3,202,271
1,178.6,177,243
1,178.9,183,255
1,176.1,178,268
1,181.0,190,268
1,171.1,178,248
1,169.1,177,252
1,175.1,187,263
1,179.2,198,263
1,177.8,185,260
1,173.6,180,253
1,167.8,178,236
1,177.0,170,242
1,174.4,177,247
1,172.5,180,253
1,174.2,180,248
1,169.7,187,253
1,167.4,181,253
1,167.2,171,227
1,184.1,188,254
1,173.9,179,255
1,180.8,180,257
1,164.3,172,232
1,174.8,175,243
1,176.0,185,259
1,169.6,179,243
1,171.7,190,257
1,181.2,192,275
1,172.8,179,253
1,177.2,183,256
1,179.9,189,265
1,172.3,176,248
1,170.6,177,238
1,174.2,187,261
1,176.0,177,256
1,183.6,194,274
1,178.0,190,260
1,171.1,183,261
1,180.4,195,263
1,177.5,184,264
1,176.1,188,253
1,161.3,165,223
1,170.0,186,261
1,156.0,169,224
1,175.0,184,256
1,172.3,180,246
1,172.0,191,253
1,175.5,181,243
0,161.5,180,232
0,162.1,174,237
0,159.6,166,230
1,166.0,177,236
1,165.0,181,243
1,174.6,182,252
1,167.0,177,240
1,171.0,192,256
1,169.2,180,249
1,162.6,163,230
1,162.0,174,238
1,169.7,173,249
1,167.5,177,232
1,174.8,188,262
1,164.8,183,248
1,165.0,181,247
1,164.0,178,247
1,170.0,185,254
1,179.2,198,267
1,170.0,182,254
1,170.1,189,258
1,168.0,174,248
1,162.6,178,249
1,176.2,189,253
1,180.2,192,264
1,175.3,193,267
1,166.0,173,244
1,177.5,194,269
1,169.2,177,242
1,172.2,192,258
1,160.6,167,229
1,167.8,179,246
1,177.0,190,262
1,176.0,188,244
1,162.6,173,239
1,171.0,177,244
1,174.6,191,257
1,181.0,199,268
1,163.0,170,230
1,167.1,181,256
1,167.0,185,246
1,174.1,183,255
1,171.9,181,242
1,176.3,187,253
1,171.8,185,253
1,172.0,184,253
1,172.0,188,257
1,174.4,178,249
1,176.7,185,265
1,176.9,203,266
1,167.5,177,238
1,169.7,183,246
1,169.8,178,237
1,168.3,174,250
1,173.3,185,244
1,175.9,188,242
1,176.2,188,251
1,168.5,193,257
1,164.5,181,251
1,173.5,176,245
1,169.2,184,239
1,164.7,175,236
1,170.2,174,239
1,179.2,191,259
1,175.2,186,260
1,169.2,172,236
1,180.8,196,258
1,171.0,177,259
1,166.0,193,246
1,178.3,171,261
1,166.3,178,234
1,171.0,177,251
1,166.6,178,237
1,169.1,183,252
1,161.0,169,226
1,168.5,186,251
1,174.3,186,246
1,163.0,181,242
1,162.3,176,236
1,175.3,186,275
1,169.1,177,247
1,174.8,187,259
1,170.2,186,248
1,176.2,191,255
1,168.0,182,248
1,172.1,174,243
1,152.5,169,228
1,161.1,178,249
1,174.4,187,262
1,173.2,189,257
1,171.2,179,242
1,171.5,186,253
1,174.5,190,256
1,190.2,213,276
1,170.0,179,256
1,167.5,185,250
0,153.3,167,226
0,156.4,178,229
1,179.6,200,259
1,175.7,182,251
1,165.5,178,262
1,179.8,193,265
1,161.4,171,244
1,174.5,189,272
1,177.0,177,240
1,162.0,179,245
1,167.3,188,260
1,172.5,184,262
1,175.5,175,247
1,170.8,189,265
1,166.7,178,246
1,165.0,182,248
1,169.0,171,232
1,164.7,177,243
1,171.0,191,250
1,168.4,165,233
1,168.8,184,252
1,165.6,179,255
1,167.0,182,252
1,167.6,182,247
1,170.8,179,254
1,179.3,192,270
1,167.4,186,253
1,179.4,186,257
1,172.5,172,236
1,174.0,177,244
1,177.7,185,261
1,171.8,176,245
1,172.4,187,257
1,172.5,191,263
1,170.5,188,255
1,182.5,184,264
1,170.0,192,251
1,167.7,181,235
1,174.8,184,248
1,174.1,192,251
1,175.5,190,260
1,156.4,169,236
1,171.4,180,248
1,172.0,192,258
1,167.3,184,250
1,177.5,195,266
1,171.8,171,244
1,168.5,182,241
1,176.4,186,247
1,176.3,181,252
1,171.0,177,249
1,172.5,190,256
1,168.5,172,242
1,162.6,169,230
1,175.9,181,256
1,164.3,185,237
1,179.2,189,260
1,173.4,189,247
1,168.0,179,241
1,174.3,187,251
1,173.0,187,250
1,173.3,192,254
1,169.1,172,239
1,163.5,181,236
1,169.4,182,248
1,174.0,185,245
1,164.4,180,239
1,180.7,191,262
1,169.2,180,247
1,174.7,189,252
1,167.5,188,254
1,161.5,174,237
1,178.3,190,250
1,170.8,178,255
1,177.7,203,262
1,165.3,177,240
1,178.5,194,269
1,166.5,186,247
1,168.4,178,252
1,172.2,177,248
1,170.2,186,256
1,167.7,182,247
1,166.1,168,230
1,160.0,169,231
1,170.4,195,260
1,173.5,183,248
1,164.1,177,241
1,162.4,180,239
1,164.2,183,241
1,164.6,181,237
1,167.5,179,241
1,170.6,182,240
1,180.4,191,255
1,172.0,175,243
1,173.5,187,265
1,182.7,201,267
1,163.5,182,244
1,174.3,184,252
1,172.7,190,266
1,187.0,202,284
1,169.6,182,260
1,177.2,205,265
1,175.9,186,250
1,167.5,187,254
1,167.3,176,253
1,161.0,174,229
1,167.2,177,246
1,167.4,172,247
1,176.5,194,253
0,155.8,175,230
0,152.4,165,227
0,164.4,174,237
0,158.6,167,225
0,160.5,169,230
0,158.0,165,229
0,161.7,177,246
0,153.2,170,238
0,150.0,164,217
0,155.1,164,241
0,158.4,180,231
0,164.7,181,235
1,172.5,173,253
1,164.1,174,242
1,169.0,178,244
1,170.6,175,262
1,167.5,180,259
1,166.4,181,252
1,166.5,176,241
1,166.0,189,252
1,167.6,179,243
1,170.0,189,254
1,168.3,171,237
1,172.6,178,260
1,169.0,184,255
1,170.0,185,245
1,168.5,172,236
1,176.1,176,260
1,171.0,177,250
1,174.0,179,252
1,167.0,181,242
1,166.0,176,254
1,167.0,170,243
1,173.5,184,257
1,172.0,176,244
1,172.6,188,248
1,172.0,182,257
1,172.6,178,249
1,169.5,185,257
1,169.0,166,241
1,174.5,189,262
1,170.5,179,253
1,154.6,167,237
1,172.3,192,260
1,163.5,181,247
1,168.5,178,238
1,181.8,192,255
1,172.3,192,260
1,164.8,170,241
1,161.2,172,235
1,170.3,188,257
1,163.1,180,236
1,177.3,187,263
1,171.0,186,257
1,162.0,174,245
1,169.5,182,251
1,177.0,189,265
1,171.5,184,251
1,167.3,178,251
1,167.5,175,235
1,167.8,172,234
0,158.2,165,223
0,153.0,157,217
0,162.7,174,226
0,157.3,172,231
0,154.0,171,221
0,163.0,183,240
0,156.3,164,228
0,155.0,176,235
0,154.2,165,222
0,153.5,156,220
0,168.0,186,251
0,156.5,167,230
0,150.0,155,212
0,162.0,179,248
0,162.3,177,242
0,161.7,165,226
0,157.5,165,220
0,158.0,183,237
0,157.0,170,222
0,152.8,159,223
0,153.3,163,224
0,143.5,158,219
0,160.2,172,236
0,156.2,159,220
0,153.8,162,216
0,161.2,171,222
0,157.1,178,238
0,164.2,184,241
0,158.8,176,231
0,162.5,183,245
0,158.3,174,234
0,156.8,174,227
0,161.7,177,231
0,160.0,179,238
0,153.5,172,230
0,162.0,181,247
0,160.0,174,235
0,161.6,173,235
0,155.0,158,216
0,156.3,180,238
0,156.0,181,230
0,160.5,171,240
0,152.8,164,214
0,165.8,174,230
0,147.4,161,220
0,155.3,159,226
0,151.5,154,204
0,164.4,167,224
0,155.0,174,236
0,158.5,173,236
0,154.8,166,220
0,157.2,182,238
0,153.5,165,220
0,157.2,163,228
0,159.3,167,232
0,161.4,177,236
0,147.8,155,217
0,152.5,165,232
0,160.2,171,232
0,163.0,180,234
0,162.0,183,252
0,164.0,179,244
0,159.0,171,232
0,152.5,180,229
0,157.6,165,231
0,156.7,171,219
0,155.3,171,230
0,151.7,158,225
0,171.7,186,247
0,166.6,180,255
0,159.0,174,229
0,152.5,166,225
0,155.7,157,220
0,156.5,170,220
0,166.8,184,245
0,159.0,176,234
0,165.1,171,229
0,156.0,163,228
0,154.6,171,239
0,155.0,169,231
0,155.7,170,228
0,161.0,173,233
0,158.5,169,223
0,151.2,173,234
0,169.5,189,246
0,160.5,177,231
0,154.5,161,219
0,149.5,158,208
0,158.0,171,232
0,158.0,166,233
0,165.5,180,238
0,161.2,163,230
0,155.5,162,214
0,166.0,186,236
0,169.5,178,238
0,155.5,164,228
0,156.8,175,242
0,153.0,166,222
0,156.5,161,224
0,151.0,175,238
0,159.0,170,235
0,162.7,164,230
0,162.8,179,234
0,158.6,176,234
0,153.0,170,229
0,160.5,175,242
0,151.6,161,213
0,156.8,162,222
0,168.7,180,243
0,163.3,169,234
0,160.0,178,235
0,161.5,175,227
0,152.5,169,219
0,155.0,168,230
0,152.8,166,215
0,159.0,169,228
0,160.0,166,222
0,161.8,179,236
0,140.2,159,208
0,161.0,166,222
0,150.0,163,217
0,159.2,161,225
0,160.2,169,225
0,157.3,161,211
0,160.2,178,239
0,166.0,187,258
0,163.6,171,232
0,158.5,172,235
0,156.5,164,232
0,156.4,178,235
0,166.5,176,238
0,159.0,171,217
0,157.6,169,225
0,156.0,172,231
0,159.6,169,230
0,159.0,176,232
1,164.2,180,238
1,177.4,186,254
1,179.8,191,254
1,184.8,195,261
1,183.0,195,254
1,175.6,194,263
1,168.0,182,251
1,173.7,190,261
1,169.5,185,238
1,176.2,194,251
1,154.0,172,229
1,171.5,186,244
1,175.6,179,246
1,171.0,194,267
1,164.0,178,234
1,173.7,190,246
1,170.0,186,259
1,172.8,188,242
1,161.7,174,238
1,180.0,196,260
1,162.0,183,240
1,178.1,184,259
1,182.0,199,264
1,172.5,190,255
1,177.5,186,255
1,171.5,199,262
1,173.6,192,253
1,173.0,197,259
1,166.5,185,245
1,167.5,183,250
1,172.6,183,242
1,178.7,188,262
1,163.3,180,236
1,175.0,188,267
1,168.0,183,258
1,162.0,178,237
1,158.8,177,241
1,177.7,183,250
1,173.2,184,255
0,158.3,168,226
0,157.0,170,225
0,157.3,172,233
0,155.7,175,237
0,164.0,177,241
0,153.5,172,232
0,160.3,171,220
0,166.8,188,246
0,159.5,173,233
0,156.0,165,228
1,173.5,185,249
1,167.5,186,250
1,168.0,182,237
1,177.7,208,275
1,172.3,186,260
1,166.3,176,247
1,167.0,177,238
1,176.0,195,266
1,170.0,190,252
1,179.0,192,257
1,163.6,188,253
1,165.7,175,226
1,172.0,193,257
1,178.1,198,265
1,162.5,181,260
1,173.0,184,250
1,171.5,181,251
1,163.5,172,242
1,166.5,185,244
1,171.0,184,247
1,177.3,189,259
1,178.8,204,274
1,171.3,182,247
1,165.5,194,258
1,173.3,170,240
1,180.8,198,276
0,153.2,173,225
0,160.1,185,235
0,157.2,169,238
0,164.4,171,225
0,155.0,161,225
0,159.5,172,235
0,158.8,172,225
0,154.0,174,233
0,153.5,167,223
0,164.0,168,237
0,162.0,178,244
0,154.6,167,232
0,156.8,166,224
0,155.5,167,225
0,158.5,181,223
0,163.1,173,232
0,154.0,168,218
0,161.3,172,219
0,165.7,182,242
0,158.4,166,230
0,157.0,176,238
0,163.8,178,242
0,159.5,171,232
0,165.0,188,250
0,166.8,170,240
0,154.2,167,234
0,160.0,171,239
1,171.4,185,249
1,170.8,186,260
1,171.4,178,224
1,180.0,198,273
1,179.5,196,261
1,169.8,190,247
1,161.0,175,237
1,163.0,179,230
1,165.0,177,239
1,174.0,184,255
1,168.3,183,242
1,168.5,187,254
1,172.2,183,263
1,178.6,197,259
1,181.0,191,262
1,174.1,184,244
1,176.5,187,263
1,158.5,174,233
1,172.4,187,251
1,173.5,179,239
1,171.8,184,245
1,170.5,185,250
1,167.1,177,234
1,168.1,179,257
1,174.3,196,258
1,176.6,187,263
1,177.3,194,260
0,165.9,173,230
0,157.2,165,223
0,173.8,176,248
0,157.5,175,225
0,160.4,166,234
0,161.4,187,237
0,156.7,162,218
0,161.7,170,237
0,163.5,182,238
0,167.8,185,246
0,157.0,174,236
0,156.4,162,222
0,160.3,173,238
0,156.2,171,214
0,153.4,164,216
0,160.5,173,231
0,161.7,177,243
0,156.9,168,226
0,150.6,169,222
0,156.0,182,239
0,160.2,184,234
0,157.5,172,222
0,151.2,173,228
0,145.2,160,214
0,157.5,177,234
0,152.0,161,212
0,170.1,170,244
0,160.3,172,235
0,162.3,175,245
0,155.0,163,212
0,153.5,169,231
0,164.0,177,238
0,162.3,183,237
0,156.0,182,234
0,157.2,171,233
0,164.2,174,229
0,156.8,165,222
0,145.7,160,207
0,154.4,168,223
0,158.8,168,223
0,161.0,169,234
0,156.7,174,228
0,158.4,175,234
0,167.5,185,248
0,156.0,169,227
0,161.7,179,238
0,155.8,167,226
0,152.5,156,223
0,154.4,164,233
0,165.5,177,233
0,147.4,169,216
0,157.0,168,234
0,154.0,168,223
0,158.1,166,234
0,163.5,173,240
0,161.3,169,227
0,156.5,171,230
0,159.6,167,230
0,161.5,179,240
0,166.5,185,247
0,170.0,170,242
0,160.8,176,233
0,159.4,172,226
0,154.0,165,226
0,146.0,164,218
0,152.7,171,228
0,152.3,166,220
0,163.4,167,232
0,163.0,170,233
0,152.3,166,223
0,158.3,162,226
0,164.7,175,236
0,158.0,175,233
0,154.3,159,223
0,157.8,175,236
0,159.3,166,230
0,158.5,174,240
0,165.6,175,229
0,159.3,181,244
0,167.8,184,248
0,161.2,175,242
0,154.8,175,230
0,163.0,176,238
0,152.0,160,215
0,157.3,180,238
0,155.2,169,235
0,153.5,162,218
0,157.5,167,227
0,161.3,169,229
0,156.0,168,231
0,151.1,167,223
0,163.1,163,228
0,151.2,170,228
0,154.8,182,236
0,161.6,171,247
0,159.5,163,233
0,161.6,176,234
0,154.7,173,230
0,153.5,172,227
0,152.7,165,219
0,161.0,175,238
0,154.2,177,233
0,163.9,185,240
0,163.1,172,235
0,161.7,176,238
0,164.4,174,234
0,168.0,188,249
0,154.2,166,228
0,151.6,179,230
0,152.5,162,224
0,155.6,175,244
0,164.1,172,231
0,163.1,176,242
0,163.2,175,230
0,160.8,168,231
0,169.1,174,225
0,165.0,179,240
0,156.5,172,230
0,158.2,166,221
0,154.8,172,228
0,156.4,159,224
0,160.6,171,232
0,163.3,174,238
0,154.7,165,214
0,154.3,162,223
0,168.3,183,235
0,160.0,174,233
0,158.7,178,236
0,157.0,157,222
0,161.0,176,240
0,160.0,178,237
0,153.6,161,215
0,153.8,168,222
0,162.0,175,238
0,159.5,179,242
0,140.0,157,201
1,167.6,175,249
1,172.3,189,257
1,173.0,179,244
1,169.5,194,260
1,174.2,184,250
1,164.0,165,234
1,162.0,182,248
1,163.7,168,219
0,151.7,166,231
0,152.4,155,221
0,153.5,166,220
0,156.5,176,235
0,158.5,184,238
0,152.2,169,223
0,164.5,193,241
0,170.0,189,248
0,156.8,173,238
0,151.3,159,221
0,154.0,172,235
0,152.0,167,231
0,157.6,172,218
0,157.2,181,238
0,157.3,165,238
1,178.0,199,260
1,165.0,170,245
1,163.5,190,252
1,166.6,178,250
1,182.3,194,263
0,161.0,155,223
0,156.3,175,233
0,151.7,170,226
0,155.8,181,240
0,155.6,183,233
0,152.0,169,222
0,154.6,165,226
0,154.0,169,230
0,158.5,171,228
0,154.6,172,229
0,158.1,177,245
0,150.2,169,229
0,151.7,162,225
0,151.4,163,228
1,170.3,184,244
1,172.6,180,236
1,174.3,172,239
1,178.7,186,253
1,168.0,178,247
1,173.8,180,242
1,163.3,185,243
1,168.5,183,249
1,165.5,163,227
0,162.7,176,232
0,154.8,167,219
0,152.5,168,230
0,158.0,162,226
0,153.5,169,234
0,154.0,162,225
0,148.6,157,215
0,154.0,178,235
0,152.0,171,229
0,151.6,168,223
0,150.0,167,227
0,157.6,175,240
0,157.0,173,226
0,142.1,161,210
0,155.0,166,221
0,161.2,183,235
0,159.0,162,223
0,162.0,171,233
0,162.1,165,221
0,153.0,167,233
0,148.3,159,215
0,155.0,168,233
0,152.5,158,223
0,157.5,172,231
0,160.5,170,223
0,155.4,165,228
0,159.1,169,214
0,159.0,164,217
0,157.0,161,225
0,159.4,179,236
0,162.5,178,241
0,158.4,169,230
0,164.5,180,245
0,155.6,173,228
0,163.0,172,243
0,157.4,167,225
0,161.1,169,240
0,161.5,165,228
0,162.8,178,230
0,158.0,174,231
0,156.1,166,230
0,160.7,171,243
0,160.0,167,223
0,164.4,176,234
0,146.2,161,217
0,160.0,172,232
0,153.2,164,221
0,161.3,182,238
0,158.9,165,226
0,151.9,171,233
0,154.5,167,223
0,147.1,158,203
0,150.8,168,225
0,160.8,168,224
0,157.1,166,227
0,156.7,173,236
0,152.0,163,214
0,159.3,177,232
0,153.2,171,218
0,160.5,167,216
0,162.0,168,225
0,153.1,172,223
0,159.1,179,230
0,158.8,169,218
0,148.7,146,205
0,160.5,171,241
0,160.8,178,234
0,149.8,167,225
0,157.4,179,244
0,153.4,166,226
0,147.8,165,216
0,156.4,167,229
0,159.7,156,220
0,167.2,169,238
0,162.3,179,230
0,153.2,161,221
0,158.1,176,234
0,157.2,165,233
0,164.5,176,238
0,160.3,180,240
0,169.4,167,228
0,153.0,161,218
0,156.2,170,225
0,155.3,164,230
0,165.1,181,238
0,161.0,163,223
0,155.2,170,229
0,154.5,171,230
0,170.5,180,248
0,161.8,169,233
0,152.0,165,220
0,156.6,171,226
0,158.2,164,220
0,164.7,177,244
0,152.7,162,219
0,157.8,169,238
0,151.7,159,212
0,163.0,175,231
0,151.3,164,225
0,161.2,173,235
0,160.8,176,227
0,157.8,169,225
0,155.0,173,241
0,156.8,163,227
0,158.7,171,220
0,162.8,169,221
0,157.0,176,233
0,162.1,168,235
1,174.4,180,248
1,171.3,179,242
1,168.3,168,246
1,161.4,180,238
0,150.1,173,229
0,160.8,176,235
0,152.5,168,223
0,155.0,168,226
0,153.3,174,226
0,154.3,166,225
0,157.2,176,240
0,151.0,163,221
0,155.0,161,210
0,151.0,160,224
0,144.1,168,216
0,155.0,170,227
0,160.6,180,243
0,159.7,173,237
0,156.8,159,227
0,161.8,165,230
0,157.5,173,232
1,158.0,172,227
1,177.0,183,252
1,174.0,182,250
1,180.7,190,260
1,169.8,195,256
1,160.1,171,233
1,168.8,183,246
1,162.6,176,242
1,173.4,177,261
1,177.2,187,245
1,177.5,176,246
1,177.3,213,271
1,173.5,195,248
1,172.8,190,262
1,176.0,185,253
1,186.3,198,255
1,168.4,183,243
1,174.0,189,254
1,163.4,187,250
1,172.4,183,248
1,173.9,190,265
1,157.8,162,228
1,151.5,174,232
1,169.0,191,252
1,172.0,189,249
1,173.5,189,246
1,164.8,172,238
1,181.3,187,251
1,167.0,176,231
1,180.5,180,245
1,173.5,190,242
1,168.8,183,239
1,179.8,203,273
1,169.0,189,248
1,169.7,181,238
1,172.7,198,265
1,168.7,185,242
1,176.0,174,241
1,172.6,193,258
1,177.8,195,245
1,182.8,192,258
1,169.3,186,256
1,162.6,182,242
1,174.0,186,259
1,164.5,184,234
1,165.0,186,255
1,183.0,180,256
1,173.6,186,258
1,171.0,180,246
1,172.7,180,243
1,172.8,184,249
1,166.6,190,250
1,174.8,190,262
1,171.0,191,263
1,169.5,191,256
1,169.0,178,245
1,180.3,184,265
1,181.7,212,287
1,170.6,189,260
1,165.4,179,242
1,174.4,177,256
1,168.2,171,243
1,157.0,186,240
1,171.1,181,244
1,166.4,177,245
1,174.4,187,262
1,170.5,186,267
1,166.5,178,253
1,184.0,201,279
1,174.1,188,257
1,168.0,179,247
1,172.1,185,255
1,171.6,183,258
1,175.5,184,255
1,168.2,180,245
1,166.0,182,240
1,167.5,183,247
1,177.4,188,256
1,183.7,192,265
1,169.7,182,252
1,170.8,184,247
1,169.4,178,247
1,170.0,175,236
1,172.6,174,243
1,164.6,177,244
1,173.3,187,246
1,166.6,182,249
1,170.0,189,247
1,170.5,181,246
1,172.5,181,240
1,168.3,172,245
1,174.0,195,261
1,182.5,200,260
1,170.1,187,251
1,167.4,184,259
1,167.6,179,248
1,163.6,183,235
1,173.6,181,246
1,174.0,190,248
1,172.8,190,252
1,162.4,172,227
1,158.8,175,234
1,170.4,180,260
1,168.4,184,242
1,172.4,196,263
0,157.8,170,225
0,161.8,178,237
0,160.0,159,214
0,155.5,178,234
0,153.7,165,223
0,160.1,166,226
0,163.0,181,239
0,155.8,158,208
0,166.5,174,242
0,154.0,175,236
0,153.6,167,213
0,155.6,174,228
0,171.1,177,250
0,161.3,177,233
0,149.4,176,218
0,147.7,165,224
0,160.6,179,224
0,158.2,174,241
0,158.6,174,223
0,149.0,163,220
0,157.6,171,226
0,155.7,163,219
0,161.4,180,245
0,155.9,167,231
0,149.5,169,228
0,151.8,155,215
0,155.9,178,237
0,152.0,172,224
0,162.6,174,237
0,158.4,177,242
0,150.4,170,215
0,160.0,173,236
0,162.5,175,235
0,151.9,162,209
0,158.2,161,219
0,157.3,186,243
0,160.8,175,230
0,152.1,160,217
0,159.1,182,232
0,153.8,166,215
0,160.3,169,224
0,153.2,183,239
0,150.5,164,222
0,150.0,164,222
0,154.1,162,220
0,165.7,177,235
0,162.3,177,239
0,151.7,169,223
0,152.0,170,230
0,157.1,173,235
0,159.3,177,246
0,158.6,184,242
0,155.0,170,233
0,160.5,173,239
0,160.0,181,231
0,150.2,165,225
0,151.7,165,210
0,146.3,162,212
0,148.4,168,223
0,144.0,165,219
0,157.5,174,222
0,157.1,170,234
0,159.7,180,241
0,161.1,174,237
0,174.5,181,241
0,159.5,174,235
0,164.6,171,235
0,159.8,174,232
0,154.6,177,227
0,159.5,180,233
0,153.6,173,237
0,148.3,167,226
0,155.5,174,238
0,149.7,165,214
0,159.0,170,230
0,156.4,179,237
0,153.8,172,222
0,144.5,157,207
0,156.0,174,234
0,155.7,164,221
0,147.3,171,220
0,150.3,162,222
0,156.0,179,234
0,169.7,171,229
0,164.7,179,238
0,156.1,167,216
0,163.0,172,227
1,159.0,178,236
1,169.4,188,263
1,170.1,182,250
1,167.0,183,255
1,176.1,196,262
1,162.5,172,236
1,172.1,200,267
1,159.6,175,238
1,174.1,185,250
1,168.8,177,248
1,166.0,182,241
1,163.5,174,237
1,163.2,179,248
1,165.5,201,252
1,163.1,176,241
1,176.2,189,261
1,168.1,186,250
1,162.4,172,237
1,165.0,185,239
0,148.0,156,208
0,155.6,170,223
0,163.1,183,242
0,157.6,176,243
0,152.0,164,214
0,156.5,165,234
0,150.1,162,217
0,157.0,166,226
0,166.2,177,242
0,155.1,174,231
0,165.6,174,227
0,165.5,171,224
0,155.0,168,225
0,152.2,168,227
0,160.2,168,232
0,167.1,191,251
0,157.5,179,228
0,156.5,166,213
0,162.1,176,238
0,156.0,176,241
0,152.0,163,219
0,161.2,176,221
0,157.5,173,235
0,153.3,173,221
0,162.7,180,244
0,160.0,171,229
0,153.4,178,234
0,160.0,180,230
0,161.3,188,241
0,152.6,172,233
0,158.0,168,221
0,151.5,168,227
0,155.2,178,237
0,164.0,180,236
0,170.3,195,259
0,154.4,167,224
0,157.0,173,232
0,146.2,172,234
0,162.5,184,243
0,161.8,164,222
0,159.5,185,236
0,156.4,177,234
0,156.6,166,227
0,151.7,172,233
0,166.2,186,244
0,153.4,169,226
0,155.1,171,223
0,159.2,170,235
0,164.5,171,238
0,153.6,172,220
0,153.6,160,217
0,156.4,170,228
0,155.8,172,226
0,157.0,176,235
0,165.0,174,225
0,152.8,166,220
0,152.7,158,220
0,162.0,165,224
0,153.8,165,218
0,157.4,168,218
0,157.8,168,230
0,154.2,166,221
0,163.2,177,234
0,164.5,175,251
0,155.5,177,222
1,171.1,177,251
1,167.0,182,252
1,178.3,196,269
1,163.7,178,230
1,154.6,173,229
1,160.0,185,246
1,166.2,178,236
1,170.7,185,243
1,179.5,195,257
1,172.6,198,264
1,177.1,190,259
1,167.2,190,237
1,170.4,189,247
1,166.7,173,237
1,161.6,168,231
1,174.0,197,272
1,171.5,176,256
1,171.0,192,256
1,160.0,188,246
1,163.1,172,236
1,167.7,176,233
1,162.5,171,240
1,159.6,163,234
1,170.5,191,252
1,164.7,182,252
1,160.0,178,238
1,173.5,181,242
1,165.5,174,243
1,176.0,186,247
1,178.1,188,248
1,174.5,186,248
1,161.5,179,234
1,171.8,192,258
1,172.0,185,252
1,163.8,178,238
1,173.0,196,256
1,172.6,190,259
1,165.5,165,231
1,169.5,177,248
0,161.3,170,216
0,166.3,175,236
0,150.5,162,221
0,165.0,176,230
0,166.5,169,231
0,157.0,171,218
0,160.7,178,236
0,158.0,168,230
0,161.3,177,235
0,160.0,169,235
0,165.3,177,226
0,158.0,170,224
0,160.0,173,232
0,154.0,152,212
0,154.5,161,215
0,156.4,164,246
0,161.0,179,238
0,149.2,159,217
0,157.0,164,226
0,167.1,185,243
0,157.8,173,231
0,154.3,176,232
0,158.5,169,223
0,167.7,186,248
0,156.0,173,220
0,161.1,173,236
0,163.5,176,233
0,159.8,177,241
0,153.2,162,218
0,163.5,181,233
0,161.3,176,227
0,159.2,174,226
0,157.5,178,241
0,153.1,162,223
0,152.6,168,224
0,158.0,170,232
0,159.0,173,228
0,159.1,163,223
0,149.7,163,227
0,157.2,166,218
0,169.0,173,241
0,158.7,188,249
0,153.7,163,215
0,160.0,173,230
0,158.4,170,224
0,173.1,187,240
0,157.0,155,214
0,164.5,183,244
0,164.0,175,228
0,173.5,179,235
0,171.5,182,230
0,159.4,172,227
0,158.3,173,225
0,158.5,173,230
1,168.3,187,235
1,179.0,208,284
1,168.0,175,241
1,165.0,185,243
1,182.1,192,276
1,162.5,173,237
1,171.6,186,248
1,173.4,196,262
1,170.5,184,241
1,167.5,176,237
1,173.8,193,265
1,161.4,175,227
