DATE,VES,KRW,JPY
2020-08-01,0.0,0.9627980089075191,0.31862217438105556
2020-08-02,0.0002046800941854918,0.9733647716356654,0.32831001076426214
2020-08-03,2.861968530079567e-06,0.9324949786044885,0.32185145317545827
2020-08-04,0.00022222265431812174,0.9703955986376727,0.33046286329386493
2020-08-05,7.402709653658255e-05,0.8851628678718008,0.2874058127018299
2020-08-06,0.0018876056094060357,0.8766919919657681,0.2852529601722286
2020-08-07,0.003369049073560909,0.9261199895205655,0.3379978471474702
2020-08-08,0.003369049073560909,0.9262073181381535,0.33907427341227164
2020-08-09,0.003276033762704094,0.9150292550868918,0.32400430570505956
2020-08-10,0.0036784324060019245,0.9470788577416824,0.3907427341227118
2020-08-11,0.0071821753740645596,0.9468168718889187,0.4499461786867604
2020-08-12,0.006823055669600866,0.8770413064361198,0.43918191603875084
2020-08-13,0.006995963378762804,0.9157278840275951,0.4768568353067819
2020-08-14,0.007156046908341691,0.9545891188542481,0.4607104413347684
2020-08-15,0.007155734839079796,0.9545891188542481,0.4607104413347684
2020-08-16,0.005284802263486904,0.9540651471487207,0.4607104413347684
2020-08-17,0.008368179933993934,0.8676971443542041,0.3347685683530675
2020-08-18,0.009382501056481139,0.9227141734346354,0.3250807319698594
2020-08-19,0.008831826837642326,0.8330276831717763,0.307857911733046
2020-08-20,0.008922433613939339,0.8720635752336032,0.2960172228202366
2020-08-21,0.009118970567470297,0.9585189066457078,0.33153928955866485
2020-08-22,0.010886693569650958,0.9580822635577683,0.33046286329386493
2020-08-23,0.010932663772461644,0.9599161645271163,0.34553283100107707
2020-08-24,0.010989855132407514,0.9294384769889099,0.34660925726587694
2020-08-25,0.011486949459510848,0.9508339882979663,0.42734122712594147
2020-08-26,0.012156540737944208,0.9307484062527285,0.37890204520990245
2020-08-27,0.012534734009004888,0.9400052397170562,0.44025834230355226
2020-08-28,0.013510513244018101,0.8655139289145045,0.29171151776103404
2020-08-29,0.013510513244018101,0.8655139289145045,0.29171151776103404
2020-08-30,0.013535742843576337,0.868657759147673,0.3272335844994622
2020-08-31,0.01373274390011217,0.9590428783512353,0.37890204520990245
2020-09-01,0.014020242375340422,0.9200943149069942,0.36598493003229315
2020-09-02,0.013814532719316529,0.9000087328617584,0.3347685683530675
2020-09-03,0.020798248046364407,1.0,0.41872981700753475
2020-09-04,0.021758975940822878,0.9540651471487207,0.41872981700753475
2020-09-05,0.021758975940822878,0.9540651471487207,0.41872981700753475
2020-09-06,0.02178513374639088,0.9562483625884203,0.4251883745963402
2020-09-07,0.021599164471626152,0.938433324600472,0.4047362755651241
2020-09-08,0.021223582446782564,0.9163391843507124,0.32292787944025814
2020-09-09,0.021545960663360137,0.9066457077984451,0.38643702906350924
2020-09-10,0.02168424468800304,0.9516199458562574,0.4015069967707214
2020-09-11,0.027715588641938873,0.9656798532879219,0.41765339074273333
2020-09-12,0.027731069411136056,0.9673390970220941,0.41872981700753475
2020-09-13,0.027718984062198703,0.9660291677582735,0.41334768568353075
2020-09-14,0.027738919153339238,0.8436817745175086,0.29709364908503805
2020-09-15,0.028371496883504318,0.9004453759496979,0.3401506996770715
2020-09-16,0.0281068301423091,0.8092742991878445,0.2637244348762111
2020-09-17,0.027590382186450654,0.7255261549209671,0.1743810548977399
2020-09-18,0.02177934046060585,0.759060344074754,0.2400430570505923
2020-09-19,0.02178430956346842,0.7595843157802814,0.2400430570505923
2020-09-20,0.03133726445115468,0.7667452624224955,0.2411194833153937
2020-09-21,0.03090113032046784,0.6935638808837663,0.1808396124865453
2020-09-22,0.03131303774084835,0.7200244520129251,0.2518837459634017
2020-09-23,0.03093326545266763,0.7424679067330363,0.24973089343380042
2020-09-24,0.031031127172489167,0.7428172212033879,0.2691065662002151
2020-09-25,0.03592651767503887,0.8346869269059465,0.34230355220667436
2020-09-26,0.03593146810709089,0.8352108986114759,0.3433799784714742
2020-09-27,0.0379571150206028,0.8361715134049429,0.34230355220667436
2020-09-28,0.04134747549076699,0.7194131516898098,0.2766415500538219
2020-09-29,0.04390727562304755,0.7975722644310534,0.36275565123789044
2020-09-30,0.0462462507445419,0.7498035106104263,0.32400430570505956
2020-10-01,0.04794031739913816,0.7462230372893202,0.35306781485468236
2020-10-02,0.04816256405878412,0.7512880971094226,0.3013993541442406
2020-10-03,0.048164060390886054,0.7514627543445984,0.3013993541442406
2020-10-04,0.048144600071785,0.7498035106104263,0.31862217438105556
2020-10-05,0.04783128253283714,0.6462317701510786,0.32077502691065685
2020-10-06,0.04821854448330346,0.7542572701074133,0.3487621097954798
2020-10-07,0.04751846377125657,0.6327831630425294,0.32292787944025814
2020-10-08,0.048574570167734636,0.5752336040520469,0.32292787944025814
2020-10-09,0.049177418633001076,0.5630949262073184,0.3433799784714742
2020-10-10,0.04919286739509447,0.5644921840887268,0.34445640473627565
2020-10-11,0.051285030404788164,0.5520915203912324,0.3347685683530675
2020-10-12,0.05125598129084494,0.5919133700113526,0.29924650161463934
2020-10-13,0.051560843619876374,0.6217797572264435,0.34230355220667436
2020-10-14,0.05176707872585406,0.6074578639420134,0.3110871905274487
2020-10-15,0.05138702637551521,0.5581171950048038,0.2960172228202366
2020-10-16,0.05149370071791213,0.539865513928914,0.3100107642626473
2020-10-17,0.05147867338268525,0.5386429132826833,0.3089343379978474
2020-10-18,0.051478844087238754,0.5360230547550442,0.30462863293864334
2020-10-19,0.05155964602074308,0.4795214391756186,0.26803013993541525
2020-10-20,0.05277348075741321,0.5258056064972495,0.32831001076426214
2020-10-21,0.052562697975439464,0.4129770325735741,0.16469321851453175
2020-10-22,0.05325787893334864,0.4839751986726057,0.2583423035522071
2020-10-23,0.05334114274658574,0.3727185398655145,0.17868675995694247
2020-10-24,0.05336380110880662,0.3745524408348625,0.18191603875134515
2020-10-25,0.05418707983057924,0.4407475329665534,0.2572658772874057
2020-10-26,0.05502679953466258,0.44913108025500015,0.243272335844995
2020-10-27,0.054747374851364,0.3990044537594975,0.17761033369214257
2020-10-28,0.05546624640059112,0.5075539254213597,0.22066738428417607
2020-10-29,0.06096835289344791,0.39979041131778864,0.17868675995694247
2020-10-30,0.06591371982129868,0.45603004104445055,0.18837459634015058
2020-10-31,0.06593767447122283,0.45786394201379854,0.18945102260495197
2020-11-01,0.06998831215261907,0.5152388437691032,0.2529601722282031
2020-11-02,0.06994375826415083,0.4822286263208456,0.2615715823466098
2020-11-03,0.06936738767549024,0.4561173696620384,0.2325080731969855
2020-11-04,0.06929216831433768,0.44458999214042516,0.21636167922497349
2020-11-05,0.06962749340439614,0.38311064535848305,0.12163616792249674
2020-11-06,0.06905336864751777,0.3270456728669989,0.04843918191603903
2020-11-07,0.06905627329218622,0.32730765871976264,0.04843918191603903
2020-11-08,0.07153815746482034,0.3382237359182606,0.05382131324004302
2020-11-09,0.07411475332481192,0.34433673914941987,0.29386437029063533
2020-11-10,0.07413271997906969,0.32512444328006307,0.29494079655543676
2020-11-11,0.07367467431858361,0.25010916077198586,0.2734122712594192
2020-11-12,0.07402743261117012,0.29648065671120466,0.2691065662002151
2020-11-13,0.07437795040649166,0.25744476464937577,0.2411194833153937
2020-11-14,0.07437795040649166,0.2618985241463629,0.243272335844995
2020-11-15,0.07440153430746364,0.2580560649724911,0.2465016146393977
2020-11-16,0.10276193539498929,0.18627194131516836,0.16146393972012907
2020-11-17,0.10954067456214167,0.1798096236136575,0.12701829924650226
2020-11-18,0.10938022828538654,0.17884900882019056,0.07642626480086194
2020-11-19,0.11993506420122238,0.25858003667801854,0.09041980624327264
2020-11-20,0.11985891663406006,0.2538642913282677,0.08611410118406852
2020-11-21,0.11986125315263635,0.25395161994585563,0.08611410118406852
2020-11-22,0.11981622982664597,0.25473757750414877,0.08288482238966582
2020-11-23,0.14027222324498254,0.31342240852327397,0.2325080731969855
2020-11-24,0.13944543441082818,0.2453060868046452,0.1862217438105493
2020-11-25,0.17601481476538158,0.2267924198759936,0.20452099031216409
2020-11-26,0.17819641362482552,0.22294996070212186,0.17868675995694247
2020-11-27,0.17721743901395118,0.17142607632521273,0.11840688912809556
2020-11-28,0.18976577070754722,0.17195004803074015,0.11948331539289545
2020-11-29,0.18984778090921942,0.1750065496463188,0.11733046286329415
2020-11-30,0.17616650443199297,0.2695834424941044,0.2077502691065668
2020-12-01,0.1735318823600985,0.19116234390009695,0.14962325080731967
2020-12-02,0.17040333466437538,0.17107676185485915,0.20021528525295998
2020-12-03,0.17101232849356848,0.12496725176840404,0.16576964477933318
2020-12-04,0.18072177144617516,0.03432014671207811,0.18299246501614658
2020-12-05,0.18072177144617516,0.03432014671207811,0.18299246501614658
2020-12-06,0.1808168512152261,0.03798794865077207,0.1862217438105493
2020-12-07,0.1804629806757831,0.0317876168020269,0.15500538213132364
2020-12-08,0.1797275721229339,0.03842459173871357,0.16361679224973036
2020-12-09,0.17920637644668072,0.031612959566849105,0.15392895586652378
2020-12-10,0.22160064426672443,0.07964369924024008,0.20559741657696398
2020-12-11,0.22035764839124786,0.09457689284778559,0.15285252960172235
2020-12-12,0.22036003025322115,0.0946642214653735,0.15392895586652378
2020-12-13,0.22561667693441217,0.11405117456990609,0.17007534983853576
2020-12-14,0.22585403094704445,0.13247751288097173,0.18514531754574787
2020-12-15,0.2236000560241675,0.02523797048292813,0.062432723358449724
2020-12-16,0.22109024832073992,0.0997292812854779,0.07965554359526465
2020-12-17,0.21715135544043182,0.0727447384507897,0.0172228202368134
2020-12-18,0.21360550179282317,0.1189415771548327,0.0290635091496228
2020-12-19,0.21360550179282317,0.1189415771548327,0.0290635091496228
2020-12-20,0.21531038418124002,0.17561784996943414,0.10441334768568333
2020-12-21,0.21589848003892037,0.21351847000262028,0.10656620021528616
2020-12-22,0.2153009820945033,0.1998078770413074,0.06781485468245371
2020-12-23,0.21452184116884965,0.19762466160160783,0.08288482238966582
2020-12-24,0.21154143568573516,0.15509562483625877,0.09149623250807405
2020-12-25,0.2117221131193408,0.15186446598550435,0.07965554359526465
2020-12-26,0.211213245512562,0.15186446598550435,0.07965554359526465
2020-12-27,0.21115415239719965,0.15282508077897128,0.08503767491926864
2020-12-28,0.20786700950222362,0.13029429744127216,0.12486544671689945
2020-12-29,0.20646636797157303,0.04951532617238733,0.05059203444564032
